time,open,high,low,close,volume,vw
2020-04-03 00:00:00-04:00,51.16,53.3,48.05,49.93,23601943,50.117995
2020-04-06 00:00:00-04:00,54.48,58.9,52.64,57.56,31468838,56.566663
2020-04-07 00:00:00-04:00,62.42,64.49,57.22,57.76,28409469,59.790727
2020-04-08 00:00:00-04:00,58.35,63.98,57.9,62.62,29028793,61.741339
2020-04-09 00:00:00-04:00,67.0,68.1,63.51,64.71,25666550,66.026695
2020-04-13 00:00:00-04:00,64.23,64.4,60.09,61.83,15676336,61.559495
2020-04-14 00:00:00-04:00,63.63,65.34,62.6,65.07,19107378,64.446371
2020-04-15 00:00:00-04:00,65.0,65.105,61.23,62.33,17646757,62.575105
2020-04-16 00:00:00-04:00,62.46,62.72,61.3,62.45,16332247,62.109516
2020-04-17 00:00:00-04:00,64.82,66.5,64.1801,66.07,15219855,65.526569
2020-04-20 00:00:00-04:00,64.5,66.93,63.72,64.98,11342081,65.609018
2020-04-21 00:00:00-04:00,63.62,64.5478,62.15,62.65,10770846,63.026587
2020-04-22 00:00:00-04:00,64.49,64.9,63.1004,63.45,11184679,63.618531
2020-04-23 00:00:00-04:00,63.89,64.877,63.25,63.29,10226720,63.924062
2020-04-24 00:00:00-04:00,63.98,64.08,62.5,63.43,9217935,63.094463
2020-04-27 00:00:00-04:00,64.43,65.42,63.84,65.07,8987863,64.904268
2020-04-28 00:00:00-04:00,66.52,67.29,64.81,65.39,11124829,65.764894
2020-04-29 00:00:00-04:00,67.35,68.79,66.06,67.9,11321324,67.517135
2020-04-30 00:00:00-04:00,67.45,67.45,64.7,64.81,15439701,65.099746
2020-05-01 00:00:00-04:00,63.61,63.61,60.215,61.11,14670087,61.271503
2020-05-04 00:00:00-04:00,60.02,60.03,57.57,58.85,16416830,58.545554
2020-05-05 00:00:00-04:00,60.26,60.47,58.87,59.0,13406326,59.509313
2020-05-06 00:00:00-04:00,59.3,59.3927,57.75,57.92,9549344,58.30927
2020-05-07 00:00:00-04:00,58.6,59.24,56.44,57.01,29867221,57.50298
2020-05-08 00:00:00-04:00,57.72,58.75,57.35,58.67,10756483,58.130683
2020-05-11 00:00:00-04:00,57.7,57.9299,56.33,57.36,11386476,57.208487
2020-05-12 00:00:00-04:00,57.38,58.44,56.72,56.72,11819564,57.524063
2020-05-13 00:00:00-04:00,56.09,56.09,53.18,54.1,14619569,54.2976
2020-05-14 00:00:00-04:00,52.51,53.91,51.13,53.86,19052804,52.880891
2020-05-15 00:00:00-04:00,53.06,53.27,51.66,52.73,25992494,52.410031
2020-05-18 00:00:00-04:00,55.65,58.62,55.5156,57.9,23585128,57.480999
2020-05-19 00:00:00-04:00,57.89,60.14,57.4,57.94,15119488,58.803249
2020-05-20 00:00:00-04:00,58.71,59.065,57.69,57.8,11372594,58.20979
2020-05-21 00:00:00-04:00,58.3,60.21,58.2,60.1,10814273,59.737546
2020-05-22 00:00:00-04:00,60.39,60.77,59.33,60.0,7034429,59.953697
2020-05-26 00:00:00-04:00,62.56,65.55,62.36,64.47,17179642,64.578641
2020-05-27 00:00:00-04:00,67.0,67.989,65.17,66.65,14690912,66.549541
2020-05-28 00:00:00-04:00,68.78,68.78,66.14,67.27,13616006,67.600765
2020-05-29 00:00:00-04:00,65.6,66.6,64.14,64.52,16903562,64.858164
2020-06-01 00:00:00-04:00,65.0,66.035,64.07,64.12,12226099,64.687005
2020-06-02 00:00:00-04:00,63.7,64.2,62.56,63.4,15698864,63.289957
2020-06-03 00:00:00-04:00,64.5,67.73,64.4375,67.47,16641656,66.351232
2020-06-04 00:00:00-04:00,67.1,67.83,66.31,67.51,11108459,67.277943
2020-06-05 00:00:00-04:00,71.03,73.74,71.0,72.07,15307835,72.328448
2020-06-08 00:00:00-04:00,72.5,74.93,72.5,74.16,13015090,73.689471
2020-06-09 00:00:00-04:00,72.65,72.65,70.51,70.54,10650582,71.153412
2020-06-10 00:00:00-04:00,70.195,70.2899,68.05,68.36,10467292,68.924592
2020-06-11 00:00:00-04:00,63.99,65.71,62.82,62.85,14927637,63.822551
2020-06-12 00:00:00-04:00,65.97,66.0699,63.36,65.37,10246313,64.861472
2020-06-15 00:00:00-04:00,63.0,67.76,62.4365,67.05,16263371,66.429748
2020-06-16 00:00:00-04:00,69.62,70.1,66.045,67.82,12551267,68.094147
2020-06-17 00:00:00-04:00,68.0,68.2,66.6301,66.9,10281076,67.357567
2020-06-18 00:00:00-04:00,65.83,67.43,65.61,66.88,7283432,66.87398
2020-06-19 00:00:00-04:00,68.36,68.36,64.47,64.89,27949315,65.270841
2020-06-22 00:00:00-04:00,64.81,65.42,63.9333,65.04,8430079,64.876877
2020-06-23 00:00:00-04:00,65.46,65.78,64.16,64.54,7495341,64.728143
2020-06-24 00:00:00-04:00,63.99,64.01,61.07,61.72,10802242,62.081537
2020-06-25 00:00:00-04:00,60.92,61.38,59.96,61.06,13578739,60.591633
2020-06-26 00:00:00-04:00,61.0,61.42,58.94,59.1,23370085,59.37685
2020-06-29 00:00:00-04:00,60.19,61.92,59.8,61.92,10016493,61.425168
2020-06-30 00:00:00-04:00,61.05,61.86,60.08,61.62,12166646,61.205552
2020-07-01 00:00:00-04:00,61.78,62.9,61.23,61.61,7260955,61.900225
2020-07-02 00:00:00-04:00,62.7,63.4562,61.62,61.79,9016520,62.231878
2020-07-06 00:00:00-04:00,63.04,63.83,62.12,63.32,6566147,63.006656
2020-07-07 00:00:00-04:00,62.54,62.83,60.94,61.01,9562941,61.724896
2020-07-08 00:00:00-04:00,60.88,61.6372,60.2,61.01,9821991,60.782522
2020-07-09 00:00:00-04:00,60.66,60.88,58.06,58.11,11227185,58.835676
2020-07-10 00:00:00-04:00,59.1,60.2,58.77,59.64,11448213,59.404725
2020-07-13 00:00:00-04:00,60.28,60.8,58.7383,59.35,8148659,59.72585
2020-07-14 00:00:00-04:00,59.0,60.56,58.45,60.47,7930474,60.067358
2020-07-15 00:00:00-04:00,62.35,63.22,62.05,62.94,9707992,62.825462
2020-07-16 00:00:00-04:00,62.3,62.81,61.45,62.37,6065888,62.333175
2020-07-17 00:00:00-04:00,62.47,62.61,61.71,62.2,13709516,62.109892
2020-07-20 00:00:00-04:00,61.78,62.03,60.82,61.41,7367751,61.3706
2020-07-21 00:00:00-04:00,62.0,63.48,61.83,63.05,8029868,62.972982
2020-07-22 00:00:00-04:00,62.6,63.73,62.1735,63.63,6129875,63.287712
2020-07-23 00:00:00-04:00,63.59,64.33,62.88,63.12,6651139,63.345676
2020-07-24 00:00:00-04:00,63.21,63.97,61.785,62.07,6399328,62.387706
2020-07-27 00:00:00-04:00,61.65,61.85,60.65,61.09,10785744,61.079635
2020-07-28 00:00:00-04:00,61.74,61.8151,59.75,61.0,13433644,60.736537
2020-07-29 00:00:00-04:00,60.7,60.99,59.06,59.4,11716490,59.615311
2020-07-30 00:00:00-04:00,58.62,58.65,57.27,57.46,12849118,57.688425
2020-07-31 00:00:00-04:00,57.36,57.38,56.11,56.68,13438043,56.658389
2020-08-03 00:00:00-04:00,56.47,57.52,55.73,57.51,9337015,57.082926
2020-08-04 00:00:00-04:00,57.72,57.91,57.12,57.51,8141906,57.496336
2020-08-05 00:00:00-04:00,57.85,60.05,57.7,60.03,10572037,59.068542
2020-08-06 00:00:00-04:00,59.5,60.41,59.3,59.87,6113166,59.934746
2020-08-07 00:00:00-04:00,59.87,61.29,59.3493,61.23,6886304,60.700467
2020-08-10 00:00:00-04:00,61.5,64.435,61.36,64.23,10969164,63.6383
2020-08-11 00:00:00-04:00,65.19,66.15,64.075,64.26,13216786,65.268579
2020-08-12 00:00:00-04:00,65.13,65.14,63.38,64.29,7818868,64.188848
2020-08-13 00:00:00-04:00,63.06,64.0377,62.65,63.3,11045602,63.296203
2020-08-14 00:00:00-04:00,62.8,64.24,62.59,63.64,6573312,63.623148
2020-08-17 00:00:00-04:00,63.58,63.88,62.675,62.77,7496038,62.9326
2020-08-18 00:00:00-04:00,62.72,63.17,62.025,62.1,5302096,62.408501
2020-08-19 00:00:00-04:00,62.01,62.91,61.5,61.64,6244586,61.999875
2020-08-20 00:00:00-04:00,61.0,61.42,60.335,60.99,5196657,60.996347
2020-08-21 00:00:00-04:00,60.67,61.28,60.23,60.27,7876499,60.454752
2020-08-24 00:00:00-04:00,60.4,62.04,60.13,61.88,7673505,61.609376
2020-08-25 00:00:00-04:00,61.36,61.4,59.64,60.95,13196291,60.530792
2020-08-26 00:00:00-04:00,60.64,60.9238,59.985,60.77,9219557,60.516386
2020-08-27 00:00:00-04:00,60.76,61.96,60.375,60.9,9454809,61.016402
2020-08-28 00:00:00-04:00,61.12,62.53,60.63,62.24,26072105,62.1402
2020-08-31 00:00:00-04:00,62.19,63.57,60.92,61.0,12138421,61.444553
2020-09-01 00:00:00-04:00,60.69,61.35,60.12,60.68,9867942,60.685946
2020-09-02 00:00:00-04:00,61.0,62.15,60.76,62.0,8114359,61.735109
2020-09-03 00:00:00-04:00,62.19,63.2,60.42,60.86,9236542,61.187416
2020-09-04 00:00:00-04:00,61.54,62.2066,59.94,61.17,7291485,61.05734
2020-09-08 00:00:00-04:00,60.38,60.59,58.82,59.25,11271669,59.461242
2020-09-09 00:00:00-04:00,59.67,60.31,58.89,59.58,8289647,59.663661
2020-09-10 00:00:00-04:00,60.3,61.68,59.38,59.52,9406308,60.14501
2020-09-11 00:00:00-04:00,59.76,60.9,59.4,60.65,11859040,60.532792
2020-09-14 00:00:00-04:00,61.28,62.23,61.08,61.97,7176363,61.844525
2020-09-15 00:00:00-04:00,61.74,62.44,60.955,61.44,8095689,61.417909
2020-09-16 00:00:00-04:00,61.24,63.73,60.91,62.92,10609436,62.792864
2020-09-17 00:00:00-04:00,62.23,64.01,61.56,62.81,6685881,62.879272
2020-09-18 00:00:00-04:00,62.57,63.33,62.1,62.35,25110651,62.421317
2020-09-21 00:00:00-04:00,61.58,62.5688,59.63,60.02,9536611,60.345592
2020-09-22 00:00:00-04:00,59.94,60.78,58.9301,59.79,6380870,59.688986
2020-09-23 00:00:00-04:00,59.82,60.88,58.3,58.33,8012967,59.188994
2020-09-24 00:00:00-04:00,58.05,58.32,56.62,57.38,8695203,57.41509
2020-09-25 00:00:00-04:00,56.87,57.74,56.34,57.49,12668624,57.209052
2020-09-28 00:00:00-04:00,58.09,59.57,58.09,58.89,6122846,59.027734
2020-09-29 00:00:00-04:00,58.68,58.79,57.4889,57.6,6790894,57.849036
2020-09-30 00:00:00-04:00,57.61,58.605,57.1,57.54,8957878,57.814661
2020-10-01 00:00:00-04:00,57.82,58.45,57.09,57.46,7111389,57.584853
2020-10-02 00:00:00-04:00,56.52,59.38,56.51,59.34,9001270,58.598081
2020-10-05 00:00:00-04:00,59.85,60.33,59.17,59.51,6484683,59.576689
2020-10-06 00:00:00-04:00,59.75,60.58,58.43,58.45,7736975,59.451229
2020-10-07 00:00:00-04:00,59.31,59.94,58.95,59.69,5447277,59.580039
2020-10-08 00:00:00-04:00,59.82,60.85,59.6816,60.8,4899398,60.403657
2020-10-09 00:00:00-04:00,61.22,61.33,59.89,59.91,4324049,60.258449
2020-10-12 00:00:00-04:00,59.84,60.68,59.56,60.53,6420752,60.403782
2020-10-13 00:00:00-04:00,59.75,60.1,58.53,59.52,10443034,59.397732
2020-10-14 00:00:00-04:00,59.28,60.34,59.21,59.94,6343643,59.937272
2020-10-15 00:00:00-04:00,59.37,60.5,58.92,60.49,6727439,59.977037
2020-10-16 00:00:00-04:00,61.0,62.04,60.64,61.75,8826803,61.562365
2020-10-19 00:00:00-04:00,61.6,62.67,61.0,61.46,8290818,61.601243
2020-10-20 00:00:00-04:00,61.96,62.3126,61.04,61.24,6380754,61.573434
2020-10-21 00:00:00-04:00,60.42,61.1,60.19,60.35,6221174,60.602926
2020-10-22 00:00:00-04:00,60.23,62.97,60.22,62.8,7492171,62.241217
2020-10-23 00:00:00-04:00,63.07,63.79,62.42,62.57,6424194,62.859622
2020-10-26 00:00:00-04:00,61.65,61.75,59.88,60.81,8322410,60.551296
2020-10-27 00:00:00-04:00,59.77,59.8,56.44,56.53,15540960,57.744927
2020-10-28 00:00:00-04:00,55.2,56.07,52.25,52.34,20888979,53.670521
2020-10-29 00:00:00-04:00,52.5,53.48,51.92,53.14,16180097,52.90519
2020-10-30 00:00:00-04:00,53.12,54.45,52.92,54.32,15915309,53.876666
2020-11-02 00:00:00-05:00,55.4,56.0,53.91,55.75,10669898,55.384447
2020-11-03 00:00:00-05:00,56.51,57.51,56.34,57.04,8270888,56.983702
2020-11-04 00:00:00-05:00,57.36,58.59,56.14,56.82,9556799,57.366562
2020-11-05 00:00:00-05:00,57.2,58.82,56.87,58.28,7929327,58.223129
2020-11-06 00:00:00-05:00,57.63,58.85,57.24,58.56,8596003,58.235237
2020-11-09 00:00:00-05:00,65.12,66.39,62.49,64.99,20048419,64.720151
2020-11-10 00:00:00-05:00,66.1,68.15,65.75,67.89,14988742,67.441085
2020-11-11 00:00:00-05:00,67.65,67.7,65.12,65.85,12294164,66.094055
2020-11-12 00:00:00-05:00,63.88,64.6378,63.27,63.99,10264884,63.989703
2020-11-13 00:00:00-05:00,64.78,66.4,64.52,66.15,7473091,65.770699
2020-11-16 00:00:00-05:00,67.56,69.044,67.15,68.66,15423824,68.390277
2020-11-17 00:00:00-05:00,67.52,69.62,67.355,68.87,12152811,68.806412
2020-11-18 00:00:00-05:00,69.665,71.315,69.33,69.51,14147883,70.138818
2020-11-19 00:00:00-05:00,68.3,71.23,68.2,71.11,9912007,70.506499
2020-11-20 00:00:00-05:00,70.8,71.12,69.65,69.76,6530556,70.029989
2020-11-23 00:00:00-05:00,70.82,72.84,70.34,72.64,7770199,72.208913
2020-11-24 00:00:00-05:00,74.1,75.32,73.8,74.36,11297577,74.501898
2020-11-25 00:00:00-05:00,73.5279,74.19,72.9,73.81,5864615,73.717914
2020-11-27 00:00:00-05:00,73.77,74.4,73.3901,73.91,5372848,73.83494
2020-11-30 00:00:00-05:00,73.09,73.55,71.36,71.72,13973275,71.882848
2020-12-01 00:00:00-05:00,72.72,72.94,71.21,71.23,7370299,71.812916
2020-12-02 00:00:00-05:00,71.19,72.345,70.69,71.94,6276451,71.62496
2020-12-03 00:00:00-05:00,72.11,74.39,71.91,73.29,7662794,73.409108
2020-12-04 00:00:00-05:00,73.38,74.6578,73.38,73.91,10294236,73.890342
2020-12-07 00:00:00-05:00,73.38,73.75,72.55,73.04,5502149,73.107076
2020-12-08 00:00:00-05:00,73.19,74.51,72.79,74.48,4824032,74.19795
2020-12-09 00:00:00-05:00,74.5,74.815,73.28,73.54,5989589,73.826436
2020-12-10 00:00:00-05:00,72.97,73.74,72.45,72.98,8776786,72.912446
2020-12-11 00:00:00-05:00,72.66,73.58,72.36,72.89,8151429,72.931243
2020-12-14 00:00:00-05:00,73.4,73.834,70.71,70.8,12109404,71.401735
2020-12-15 00:00:00-05:00,71.5,71.8,70.1,71.04,9292301,70.91955
2020-12-16 00:00:00-05:00,71.15,71.175,70.4522,70.57,6958085,70.65893
2020-12-17 00:00:00-05:00,71.39,71.49,70.51,70.64,6768191,70.756894
2020-12-18 00:00:00-05:00,70.57,70.76,69.81,70.17,23577564,70.216841
2020-12-21 00:00:00-05:00,68.67,70.24,67.78,69.67,9380925,69.333028
2020-12-22 00:00:00-05:00,69.45,70.11,68.97,69.25,4620066,69.430205
2020-12-23 00:00:00-05:00,69.79,71.41,69.59,70.72,4840158,70.815262
2020-12-24 00:00:00-05:00,70.95,70.95,69.89,70.27,2014160,70.222103
2020-12-28 00:00:00-05:00,70.7,71.46,70.3422,70.63,3176939,70.720226
2020-12-29 00:00:00-05:00,71.0,71.1,69.67,70.34,4093776,70.278786
2020-12-30 00:00:00-05:00,70.5,71.64,70.34,71.36,6516820,71.334705
2020-12-31 00:00:00-05:00,71.31,71.7,70.94,71.51,5225329,71.485648
2021-01-04 00:00:00-05:00,71.38,71.56,68.31,68.43,8649405,68.878884
2021-01-05 00:00:00-05:00,68.75,69.88,68.4,69.42,7603969,69.329568
2021-01-06 00:00:00-05:00,68.5,71.49,68.4499,70.28,9633560,70.371887
2021-01-07 00:00:00-05:00,70.35,70.87,69.69,69.78,9440385,70.13238
2021-01-08 00:00:00-05:00,69.96,70.08,68.7,69.86,5853163,69.706662
2021-01-11 00:00:00-05:00,68.79,69.849,68.52,69.8,4933805,69.518154
2021-01-12 00:00:00-05:00,69.69,71.72,69.57,71.52,5997887,71.050236
2021-01-13 00:00:00-05:00,71.3,71.45,69.785,70.5,7943094,70.44738
2021-01-14 00:00:00-05:00,71.0,72.37,70.55,70.94,11513445,71.344337
2021-01-15 00:00:00-05:00,70.31,70.33,68.95,69.2,7895547,69.447013
2021-01-19 00:00:00-05:00,69.78,70.05,69.15,69.36,9023874,69.450752
2021-01-20 00:00:00-05:00,69.5,69.53,68.615,68.84,5212210,68.990209
2021-01-21 00:00:00-05:00,68.32,68.7,67.85,68.11,8118666,68.232072
2021-01-22 00:00:00-05:00,67.72,68.11,67.12,67.58,5202388,67.620953
2021-01-25 00:00:00-05:00,66.04,66.52,65.02,66.28,11261836,66.002507
2021-01-26 00:00:00-05:00,69.2,70.93,67.19,67.2,13952156,68.655694
2021-01-27 00:00:00-05:00,66.55,67.76,65.25,65.5,13203556,66.344725
2021-01-28 00:00:00-05:00,66.44,69.29,66.21,68.17,9324522,68.335003
2021-01-29 00:00:00-05:00,67.11,67.56,66.11,66.73,22570704,66.79761
2021-02-01 00:00:00-05:00,67.48,67.6,66.13,66.96,6577774,66.817872
2021-02-02 00:00:00-05:00,67.67,70.42,67.55,70.14,9569634,69.724411
2021-02-03 00:00:00-05:00,69.76,70.915,69.3704,70.58,9138901,70.263861
2021-02-04 00:00:00-05:00,71.07,72.81,70.73,72.68,9754151,72.358236
2021-02-05 00:00:00-05:00,73.35,73.8799,72.0,72.33,9789716,72.628702
2021-02-08 00:00:00-05:00,72.28,72.68,71.81,72.49,5377539,72.257898
2021-02-09 00:00:00-05:00,72.25,73.337,71.565,73.04,6677376,72.788175
2021-02-10 00:00:00-05:00,72.76,73.14,72.14,72.47,4289498,72.556234
2021-02-11 00:00:00-05:00,72.48,73.19,71.17,72.33,4887301,72.129473
2021-02-12 00:00:00-05:00,72.09,72.82,71.815,72.61,5251436,72.5126
2021-02-16 00:00:00-05:00,72.84,73.25,72.04,72.61,6883007,72.568847
2021-02-17 00:00:00-05:00,72.29,73.21,72.08,73.06,6089631,72.763676
2021-02-18 00:00:00-05:00,72.47,73.05,72.02,72.88,5696797,72.726431
2021-02-19 00:00:00-05:00,73.38,74.31,73.1,74.26,6977354,73.997905
2021-02-22 00:00:00-05:00,72.25,74.26,72.22,73.0,11421787,73.416599
2021-02-23 00:00:00-05:00,73.41,74.01,72.53,73.99,12841767,73.344336
2021-02-24 00:00:00-05:00,73.52,78.17,73.52,77.67,11895694,77.051945
2021-02-25 00:00:00-05:00,76.66,77.12,72.95,73.32,10132156,74.475081
2021-02-26 00:00:00-05:00,73.93,73.93,71.99,71.99,9242668,72.705226
2021-03-01 00:00:00-05:00,73.28,75.34,73.1,74.36,11996937,74.56937
2021-03-02 00:00:00-05:00,74.31,75.4189,74.2,74.67,6408149,74.882888
2021-03-03 00:00:00-05:00,74.8,76.385,74.6531,75.07,6533804,75.403127
2021-03-04 00:00:00-05:00,75.02,76.46,72.74,74.42,8909096,74.709731
2021-03-05 00:00:00-05:00,75.23,75.565,73.1,75.18,7205297,74.600409
2021-03-08 00:00:00-05:00,76.11,77.34,75.54,75.61,8193441,76.251878
2021-03-09 00:00:00-05:00,76.04,76.7,74.75,74.83,7277982,75.258402
2021-03-10 00:00:00-05:00,75.4,77.15,74.99,76.56,7184473,76.127991
2021-03-11 00:00:00-05:00,76.57,78.08,76.2,77.05,6720722,77.372318
2021-03-12 00:00:00-05:00,78.0,78.87,77.68,78.52,6458109,78.488725
2021-03-15 00:00:00-04:00,78.76,80.06,78.35,79.57,9318925,79.395447
2021-03-16 00:00:00-04:00,79.45,79.665,78.005,78.24,6762373,78.386506
2021-03-17 00:00:00-04:00,78.46,79.84,78.31,79.56,7991604,79.277449
2021-03-18 00:00:00-04:00,79.24,79.92,77.88,77.94,6543290,78.729813
2021-03-19 00:00:00-04:00,78.0,78.545,76.12,78.36,19736689,78.154027
2021-03-22 00:00:00-04:00,78.34,78.54,76.59,76.92,8412391,77.109986
2021-03-23 00:00:00-04:00,76.27,77.17,75.01,75.18,9414405,75.551653
2021-03-24 00:00:00-04:00,76.23,77.83,75.55,75.55,8421761,76.478274
2021-03-25 00:00:00-04:00,75.1,77.67,74.63,77.53,6962128,76.617844
2021-03-26 00:00:00-04:00,77.41,78.26,76.57,78.17,6728543,77.554328
2021-03-29 00:00:00-04:00,78.31,78.99,77.53,77.68,7755949,77.992361
2021-03-30 00:00:00-04:00,77.62,78.45,77.26,77.82,6101294,77.935095
2021-03-31 00:00:00-04:00,77.84,78.2238,77.05,77.27,7136815,77.406859
2021-04-01 00:00:00-04:00,77.61,77.8,76.925,77.28,6577956,77.20574
2021-04-05 00:00:00-04:00,77.86,78.45,77.54,77.91,6218072,77.865432
2021-04-06 00:00:00-04:00,77.59,78.09,77.2,77.51,9480645,77.541413
2021-04-07 00:00:00-04:00,77.49,78.11,77.05,77.6,5895718,77.493301
2021-04-08 00:00:00-04:00,77.13,77.56,76.49,77.48,5571660,77.304415
2021-04-09 00:00:00-04:00,78.54,78.88,77.65,78.29,6071371,78.134308
2021-04-12 00:00:00-04:00,78.25,78.82,78.13,78.72,5485775,78.5527
2021-04-13 00:00:00-04:00,78.0,78.08,76.7418,77.7,5490907,77.542633
2021-04-14 00:00:00-04:00,78.0,78.685,77.7671,77.96,5317604,78.118261
2021-04-15 00:00:00-04:00,78.16,78.28,76.98,77.97,5106468,77.719717
2021-04-16 00:00:00-04:00,78.59,78.59,77.05,78.22,7577748,77.784648
2021-04-19 00:00:00-04:00,78.12,78.59,78.12,78.59,52887,78.12
2021-04-20 00:00:00-04:00,77.8,77.91,76.0705,77.09,8692916,76.89703
2021-04-21 00:00:00-04:00,76.81,78.94,76.4,78.87,5764361,78.423186
2021-04-22 00:00:00-04:00,78.99,79.91,78.55,78.74,7166490,79.074552
2021-04-23 00:00:00-04:00,78.81,80.76,78.81,80.54,8165310,80.32795
2021-04-26 00:00:00-04:00,81.0,82.07,80.795,81.0,14084710,81.338595
2021-04-27 00:00:00-04:00,82.76,83.69,80.88,82.81,11573442,82.74822
2021-04-28 00:00:00-04:00,81.48,83.12,81.48,83.08,7687716,82.675629
